date,medicine,sale
2024-06-26,Arteether,7
2024-06-26,Sulfadoxine-Pyrimethamine,5
2024-06-26,Artemisinin,5
2024-06-26,Artequin,2
2024-06-27,Coartem,16
2024-06-27,Chloroquine,13
2024-06-27,Fansidar,23
2024-06-27,Artheget,10
2024-06-27,Amdaquin,14
2024-06-27,Basoquin,14
2024-06-27,Gen-M,7
2024-06-27,Primaquine,8
2024-06-27,Quinine,6
2024-06-27,Mefloquine,9
2024-06-27,Artesunate,5
2024-06-27,Arteether,6
2024-06-27,Sulfadoxine-Pyrimethamine,5
2024-06-27,Artemisinin,1
2024-06-27,Artequin,1
2024-06-28,Coartem,33
2024-06-28,Chloroquine,13
2024-06-28,Fansidar,9
2024-06-28,Artheget,12
2024-06-28,Amdaquin,6
2024-06-28,Basoquin,8
2024-06-28,Gen-M,10
2024-06-28,Primaquine,9
2024-06-28,Quinine,7
2024-06-28,Mefloquine,10
2024-06-28,Artesunate,6
2024-06-28,Arteether,1
2024-06-28,Sulfadoxine-Pyrimethamine,3
2024-06-28,Artemisinin,5
2024-06-28,Artequin,2
2024-06-29,Coartem,21
2024-06-29,Chloroquine,10
2024-06-29,Fansidar,21
2024-06-29,Artheget,15
2024-06-29,Amdaquin,13
2024-06-29,Basoquin,15
2024-06-29,Gen-M,14
2024-06-29,Primaquine,11
2024-06-29,Quinine,8
2024-06-29,Mefloquine,8
2024-06-29,Artesunate,7
2024-06-29,Arteether,3
2024-06-29,Sulfadoxine-Pyrimethamine,2
2024-06-29,Artemisinin,4
2024-06-29,Artequin,3
2024-06-30,Coartem,12
2024-06-30,Chloroquine,13
2024-06-30,Fansidar,14
2024-06-30,Artheget,15
2024-06-30,Amdaquin,11
2024-06-30,Basoquin,19
2024-06-30,Gen-M,2
2024-06-30,Primaquine,10
2024-06-30,Quinine,11
2024-06-30,Mefloquine,9
2024-06-30,Artesunate,6
2024-06-30,Arteether,3
2024-06-30,Sulfadoxine-Pyrimethamine,6
2024-06-30,Artemisinin,3
2024-06-30,Artequin,2
2024-07-01,Coartem,10
2024-07-01,Chloroquine,17
2024-07-01,Fansidar,9
2024-07-01,Artheget,8
2024-07-01,Amdaquin,7
2024-07-01,Basoquin,16
2024-07-01,Gen-M,11
2024-07-01,Primaquine,13
2024-07-01,Quinine,8
2024-07-01,Mefloquine,5
2024-07-01,Artesunate,5
2024-07-01,Arteether,4
2024-07-01,Sulfadoxine-Pyrimethamine,3
2024-07-01,Artemisinin,3
2024-07-01,Artequin,2
2024-07-02,Coartem,19
2024-07-02,Chloroquine,19
2024-07-02,Fansidar,10
2024-07-02,Artheget,10
2024-07-02,Amdaquin,16
2024-07-02,Basoquin,8
2024-07-02,Gen-M,0
2024-07-02,Primaquine,11
2024-07-02,Quinine,8
2024-07-02,Mefloquine,5
2024-07-02,Artesunate,4
2024-07-02,Arteether,5
2024-07-02,Sulfadoxine-Pyrimethamine,3
2024-07-02,Artemisinin,2
2024-07-02,Artequin,2
2024-07-03,Coartem,27
2024-07-03,Chloroquine,20
2024-07-03,Fansidar,21
2024-07-03,Artheget,20
2024-07-03,Amdaquin,12
2024-07-03,Basoquin,20
2024-07-03,Gen-M,12
2024-07-03,Primaquine,17
2024-07-03,Quinine,13
2024-07-03,Mefloquine,5
2024-07-03,Artesunate,8
2024-07-03,Arteether,5
2024-07-03,Sulfadoxine-Pyrimethamine,7
2024-07-03,Artemisinin,4
2024-07-03,Artequin,2
2024-07-04,Coartem,22
2024-07-04,Chloroquine,20
2024-07-04,Fansidar,15
2024-07-04,Artheget,10
2024-07-04,Amdaquin,13
2024-07-04,Basoquin,6
2024-07-04,Gen-M,15
2024-07-04,Primaquine,3
2024-07-04,Quinine,8
2024-07-04,Mefloquine,9
2024-07-04,Artesunate,5
2024-07-04,Arteether,4
2024-07-04,Sulfadoxine-Pyrimethamine,3
2024-07-04,Artemisinin,3
2024-07-04,Artequin,2
2024-07-05,Coartem,19
2024-07-05,Chloroquine,22
2024-07-05,Fansidar,15
2024-07-05,Artheget,18
2024-07-05,Amdaquin,13
2024-07-05,Basoquin,14
2024-07-05,Gen-M,7
2024-07-05,Primaquine,9
2024-07-05,Quinine,9
2024-07-05,Mefloquine,10
2024-07-05,Artesunate,3
2024-07-05,Arteether,8
2024-07-05,Sulfadoxine-Pyrimethamine,4
2024-07-05,Artemisinin,2
2024-07-05,Artequin,2
2024-07-06,Coartem,39
2024-07-06,Chloroquine,36
2024-07-06,Fansidar,28
2024-07-06,Artheget,28
2024-07-06,Amdaquin,20
2024-07-06,Basoquin,27
2024-07-06,Gen-M,17
2024-07-06,Primaquine,16
2024-07-06,Quinine,17
2024-07-06,Mefloquine,13
2024-07-06,Artesunate,10
2024-07-06,Arteether,7
2024-07-06,Sulfadoxine-Pyrimethamine,7
2024-07-06,Artemisinin,5
2024-07-06,Artequin,4
2024-07-07,Coartem,10
2024-07-07,Chloroquine,24
2024-07-07,Fansidar,11
2024-07-07,Artheget,13
2024-07-07,Amdaquin,14
2024-07-07,Basoquin,3
2024-07-07,Gen-M,8
2024-07-07,Primaquine,8
2024-07-07,Quinine,6
2024-07-07,Mefloquine,6
2024-07-07,Artesunate,3
2024-07-07,Arteether,6
2024-07-07,Sulfadoxine-Pyrimethamine,5
2024-07-07,Artemisinin,2
2024-07-07,Artequin,1
2024-07-08,Coartem,6
2024-07-08,Chloroquine,10
2024-07-08,Fansidar,22
2024-07-08,Artheget,13
2024-07-08,Amdaquin,8
2024-07-08,Basoquin,6
2024-07-08,Gen-M,16
2024-07-08,Primaquine,6
2024-07-08,Quinine,0
2024-07-08,Mefloquine,5
2024-07-08,Artesunate,3
2024-07-08,Arteether,4
2024-07-08,Sulfadoxine-Pyrimethamine,3
2024-07-08,Artemisinin,2
2024-07-08,Artequin,2
2024-07-09,Coartem,13
2024-07-09,Chloroquine,7
2024-07-09,Fansidar,20
2024-07-09,Artheget,15
2024-07-09,Amdaquin,10
2024-07-09,Basoquin,10
2024-07-09,Gen-M,2
2024-07-09,Primaquine,9
2024-07-09,Quinine,5
2024-07-09,Mefloquine,7
2024-07-09,Artesunate,2
2024-07-09,Arteether,3
2024-07-09,Sulfadoxine-Pyrimethamine,6
2024-07-09,Artemisinin,1
2024-07-09,Artequin,2
2024-07-10,Coartem,22
2024-07-10,Chloroquine,5
2024-07-10,Fansidar,14
2024-07-10,Artheget,12
2024-07-10,Amdaquin,10
2024-07-10,Basoquin,10
2024-07-10,Gen-M,5
2024-07-10,Primaquine,4
2024-07-10,Quinine,10
2024-07-10,Mefloquine,9
2024-07-10,Artesunate,5
2024-07-10,Arteether,3
2024-07-10,Sulfadoxine-Pyrimethamine,1
2024-07-10,Artemisinin,1
2024-07-10,Artequin,2
2024-07-11,Coartem,25
2024-07-11,Chloroquine,30
2024-07-11,Fansidar,19
2024-07-11,Artheget,10
2024-07-11,Amdaquin,13
2024-07-11,Basoquin,11
2024-07-11,Gen-M,18
2024-07-11,Primaquine,12
2024-07-11,Quinine,10
2024-07-11,Mefloquine,5
2024-07-11,Artesunate,5
2024-07-11,Arteether,5
2024-07-11,Sulfadoxine-Pyrimethamine,6
2024-07-11,Artemisinin,4
2024-07-11,Artequin,3
2024-07-12,Coartem,9
2024-07-12,Chloroquine,18
2024-07-12,Fansidar,13
2024-07-12,Artheget,12
2024-07-12,Amdaquin,12
2024-07-12,Basoquin,13
2024-07-12,Gen-M,16
2024-07-12,Primaquine,7
2024-07-12,Quinine,7
2024-07-12,Mefloquine,7
2024-07-12,Artesunate,2
2024-07-12,Arteether,2
2024-07-12,Sulfadoxine-Pyrimethamine,3
2024-07-12,Artemisinin,2
2024-07-12,Artequin,3
2024-07-13,Coartem,25
2024-07-13,Chloroquine,21
2024-07-13,Fansidar,21
2024-07-13,Artheget,13
2024-07-13,Amdaquin,16
2024-07-13,Basoquin,17
2024-07-13,Gen-M,13
2024-07-13,Primaquine,10
2024-07-13,Quinine,13
2024-07-13,Mefloquine,8
2024-07-13,Artesunate,6
2024-07-13,Arteether,4
2024-07-13,Sulfadoxine-Pyrimethamine,6
2024-07-13,Artemisinin,3
2024-07-13,Artequin,2
2024-07-14,Coartem,30
2024-07-14,Chloroquine,26
2024-07-14,Fansidar,17
2024-07-14,Artheget,16
2024-07-14,Amdaquin,9
2024-07-14,Basoquin,17
2024-07-14,Gen-M,11
2024-07-14,Primaquine,14
2024-07-14,Quinine,11
2024-07-14,Mefloquine,10
2024-07-14,Artesunate,6
2024-07-14,Arteether,5
2024-07-14,Sulfadoxine-Pyrimethamine,5
2024-07-14,Artemisinin,3
2024-07-14,Artequin,4
2024-07-15,Coartem,10
2024-07-15,Chloroquine,8
2024-07-15,Fansidar,10
2024-07-15,Artheget,13
2024-07-15,Amdaquin,13
2024-07-15,Basoquin,8
2024-07-15,Gen-M,16
2024-07-15,Primaquine,8
2024-07-15,Quinine,2
2024-07-15,Mefloquine,7
2024-07-15,Artesunate,4
2024-07-15,Arteether,4
2024-07-15,Sulfadoxine-Pyrimethamine,3
2024-07-15,Artemisinin,5
2024-07-15,Artequin,1
2024-07-16,Coartem,18
2024-07-16,Chloroquine,29
2024-07-16,Fansidar,5
2024-07-16,Artheget,17
2024-07-16,Amdaquin,3
2024-07-16,Basoquin,16
2024-07-16,Gen-M,15
2024-07-16,Primaquine,12
2024-07-16,Quinine,4
2024-07-16,Mefloquine,7
2024-07-16,Artesunate,4
2024-07-16,Arteether,6
2024-07-16,Sulfadoxine-Pyrimethamine,5
2024-07-16,Artemisinin,4
2024-07-16,Artequin,2
2024-07-17,Coartem,18
2024-07-17,Chloroquine,17
2024-07-17,Fansidar,15
2024-07-17,Artheget,12
2024-07-17,Amdaquin,14
2024-07-17,Basoquin,19
2024-07-17,Gen-M,12
2024-07-17,Primaquine,6
2024-07-17,Quinine,9
2024-07-17,Mefloquine,7
2024-07-17,Artesunate,8
2024-07-17,Arteether,3
2024-07-17,Sulfadoxine-Pyrimethamine,5
2024-07-17,Artemisinin,4
2024-07-17,Artequin,2
2024-07-18,Coartem,9
2024-07-18,Chloroquine,16
2024-07-18,Fansidar,15
2024-07-18,Artheget,12
2024-07-18,Amdaquin,13
2024-07-18,Basoquin,9
2024-07-18,Gen-M,6
2024-07-18,Primaquine,8
2024-07-18,Quinine,7
2024-07-18,Mefloquine,6
2024-07-18,Artesunate,6
2024-07-18,Arteether,4
2024-07-18,Sulfadoxine-Pyrimethamine,5
2024-07-18,Artemisinin,2
2024-07-18,Artequin,2
2024-07-19,Coartem,28
2024-07-19,Chloroquine,27
2024-07-19,Fansidar,17
2024-07-19,Artheget,24
2024-07-19,Amdaquin,10
2024-07-19,Basoquin,14
2024-07-19,Gen-M,14
2024-07-19,Primaquine,14
2024-07-19,Quinine,14
2024-07-19,Mefloquine,11
2024-07-19,Artesunate,6
2024-07-19,Arteether,3
2024-07-19,Sulfadoxine-Pyrimethamine,4
2024-07-19,Artemisinin,4
2024-07-19,Artequin,2
2024-07-20,Coartem,23
2024-07-20,Chloroquine,20
2024-07-20,Fansidar,22
2024-07-20,Artheget,14
2024-07-20,Amdaquin,9
2024-07-20,Basoquin,15
2024-07-20,Gen-M,10
2024-07-20,Primaquine,10
2024-07-20,Quinine,7
2024-07-20,Mefloquine,8
2024-07-20,Artesunate,5
2024-07-20,Arteether,5
2024-07-20,Sulfadoxine-Pyrimethamine,4
2024-07-20,Artemisinin,3
2024-07-20,Artequin,1
2024-07-21,Coartem,25
2024-07-21,Chloroquine,17
2024-07-21,Fansidar,7
2024-07-21,Artheget,23
2024-07-21,Amdaquin,6
2024-07-21,Basoquin,11
2024-07-21,Gen-M,11
2024-07-21,Primaquine,10
2024-07-21,Quinine,7
2024-07-21,Mefloquine,8
2024-07-21,Artesunate,7
2024-07-21,Arteether,2
2024-07-21,Sulfadoxine-Pyrimethamine,4
2024-07-21,Artemisinin,2
2024-07-21,Artequin,1
2024-07-22,Coartem,26
2024-07-22,Chloroquine,13
2024-07-22,Fansidar,8
2024-07-22,Artheget,15
2024-07-22,Amdaquin,10
2024-07-22,Basoquin,13
2024-07-22,Gen-M,16
2024-07-22,Primaquine,12
2024-07-22,Quinine,6
2024-07-22,Mefloquine,5
2024-07-22,Artesunate,7
2024-07-22,Arteether,5
2024-07-22,Sulfadoxine-Pyrimethamine,4
2024-07-22,Artemisinin,5
2024-07-22,Artequin,1
2024-07-23,Coartem,11
2024-07-23,Chloroquine,20
2024-07-23,Fansidar,16
2024-07-23,Artheget,6
2024-07-23,Amdaquin,10
2024-07-23,Basoquin,16
2024-07-23,Gen-M,14
2024-07-23,Primaquine,9
2024-07-23,Quinine,7
2024-07-23,Mefloquine,7
2024-07-23,Artesunate,3
2024-07-23,Arteether,4
2024-07-23,Sulfadoxine-Pyrimethamine,5
2024-07-23,Artemisinin,4
2024-07-23,Artequin,1
2024-07-24,Coartem,11
2024-07-24,Chloroquine,26
2024-07-24,Fansidar,18
2024-07-24,Artheget,14
2024-07-24,Amdaquin,12
2024-07-24,Basoquin,4
2024-07-24,Gen-M,6
2024-07-24,Primaquine,7
2024-07-24,Quinine,3
2024-07-24,Mefloquine,9
2024-07-24,Artesunate,4
2024-07-24,Arteether,4
2024-07-24,Sulfadoxine-Pyrimethamine,1
2024-07-24,Artemisinin,3
2024-07-24,Artequin,2
2024-07-25,Coartem,20
2024-07-25,Chloroquine,23
2024-07-25,Fansidar,21
2024-07-25,Artheget,13
2024-07-25,Amdaquin,14
2024-07-25,Basoquin,17
2024-07-25,Gen-M,14
2024-07-25,Primaquine,10
2024-07-25,Quinine,7
2024-07-25,Mefloquine,7
2024-07-25,Artesunate,4
2024-07-25,Arteether,3
2024-07-25,Sulfadoxine-Pyrimethamine,4
2024-07-25,Artemisinin,2
2024-07-25,Artequin,2
2024-07-26,Coartem,23
2024-07-26,Chloroquine,26
2024-07-26,Fansidar,13
2024-07-26,Artheget,18
2024-07-26,Amdaquin,16
2024-07-26,Basoquin,13
2024-07-26,Gen-M,12
2024-07-26,Primaquine,9
2024-07-26,Quinine,8
2024-07-26,Mefloquine,9
2024-07-26,Artesunate,5
2024-07-26,Arteether,3
2024-07-26,Sulfadoxine-Pyrimethamine,4
2024-07-26,Artemisinin,2
2024-07-26,Artequin,2
2024-07-27,Coartem,23
2024-07-27,Chloroquine,15
2024-07-27,Fansidar,20
2024-07-27,Artheget,16
2024-07-27,Amdaquin,9
2024-07-27,Basoquin,12
2024-07-27,Gen-M,13
2024-07-27,Primaquine,13
2024-07-27,Quinine,8
2024-07-27,Mefloquine,11
2024-07-27,Artesunate,5
2024-07-27,Arteether,3
2024-07-27,Sulfadoxine-Pyrimethamine,3
2024-07-27,Artemisinin,3
2024-07-27,Artequin,3
2024-07-28,Coartem,43
2024-07-28,Chloroquine,11
2024-07-28,Fansidar,14
2024-07-28,Artheget,12
2024-07-28,Amdaquin,10
2024-07-28,Basoquin,12
2024-07-28,Gen-M,15
2024-07-28,Primaquine,10
2024-07-28,Quinine,13
2024-07-28,Mefloquine,9
2024-07-28,Artesunate,5
2024-07-28,Arteether,5
2024-07-28,Sulfadoxine-Pyrimethamine,3
2024-07-28,Artemisinin,3
2024-07-28,Artequin,2
2024-07-29,Coartem,19
2024-07-29,Chloroquine,13
2024-07-29,Fansidar,11
2024-07-29,Artheget,5
2024-07-29,Amdaquin,2
2024-07-29,Basoquin,10
2024-07-29,Gen-M,5
2024-07-29,Primaquine,7
2024-07-29,Quinine,11
2024-07-29,Mefloquine,7
2024-07-29,Artesunate,6
2024-07-29,Arteether,4
2024-07-29,Sulfadoxine-Pyrimethamine,3
2024-07-29,Artemisinin,3
2024-07-29,Artequin,2
2024-07-30,Coartem,22
2024-07-30,Chloroquine,14
2024-07-30,Fansidar,16
2024-07-30,Artheget,9
2024-07-30,Amdaquin,5
2024-07-30,Basoquin,4
2024-07-30,Gen-M,8
2024-07-30,Primaquine,9
2024-07-30,Quinine,5
2024-07-30,Mefloquine,5
2024-07-30,Artesunate,6
2024-07-30,Arteether,3
2024-07-30,Sulfadoxine-Pyrimethamine,0
2024-07-30,Artemisinin,3
2024-07-30,Artequin,2
2024-07-31,Coartem,24
2024-07-31,Chloroquine,22
2024-07-31,Fansidar,16
2024-07-31,Artheget,8
2024-07-31,Amdaquin,13
2024-07-31,Basoquin,18
2024-07-31,Gen-M,8
2024-07-31,Primaquine,7
2024-07-31,Quinine,3
2024-07-31,Mefloquine,2
2024-07-31,Artesunate,5
2024-07-31,Arteether,5
2024-07-31,Sulfadoxine-Pyrimethamine,3
2024-07-31,Artemisinin,3
2024-07-31,Artequin,4
2024-08-01,Coartem,30
2024-08-01,Chloroquine,14
2024-08-01,Fansidar,13
2024-08-01,Artheget,15
2024-08-01,Amdaquin,21
2024-08-01,Basoquin,17
2024-08-01,Gen-M,9
2024-08-01,Primaquine,14
2024-08-01,Quinine,10
2024-08-01,Mefloquine,9
2024-08-01,Artesunate,4
2024-08-01,Arteether,5
2024-08-01,Sulfadoxine-Pyrimethamine,4
2024-08-01,Artemisinin,5
2024-08-01,Artequin,1
2024-08-02,Coartem,30
2024-08-02,Chloroquine,36
2024-08-02,Fansidar,32
2024-08-02,Artheget,23
2024-08-02,Amdaquin,13
2024-08-02,Basoquin,22
2024-08-02,Gen-M,18
2024-08-02,Primaquine,10
2024-08-02,Quinine,13
2024-08-02,Mefloquine,11
2024-08-02,Artesunate,6
2024-08-02,Arteether,5
2024-08-02,Sulfadoxine-Pyrimethamine,6
2024-08-02,Artemisinin,5
2024-08-02,Artequin,3
2024-08-03,Coartem,27
2024-08-03,Chloroquine,19
2024-08-03,Fansidar,24
2024-08-03,Artheget,22
2024-08-03,Amdaquin,10
2024-08-03,Basoquin,19
2024-08-03,Gen-M,21
2024-08-03,Primaquine,14
2024-08-03,Quinine,7
2024-08-03,Mefloquine,9
2024-08-03,Artesunate,5
2024-08-03,Arteether,8
2024-08-03,Sulfadoxine-Pyrimethamine,4
2024-08-03,Artemisinin,3
2024-08-03,Artequin,3
2024-08-04,Coartem,14
2024-08-04,Chloroquine,15
2024-08-04,Fansidar,12
2024-08-04,Artheget,14
2024-08-04,Amdaquin,11
2024-08-04,Basoquin,9
2024-08-04,Gen-M,4
2024-08-04,Primaquine,10
2024-08-04,Quinine,7
2024-08-04,Mefloquine,7
2024-08-04,Artesunate,4
2024-08-04,Arteether,5
2024-08-04,Sulfadoxine-Pyrimethamine,4
2024-08-04,Artemisinin,3
2024-08-04,Artequin,2
2024-08-05,Coartem,15
2024-08-05,Chloroquine,10
2024-08-05,Fansidar,14
2024-08-05,Artheget,6
2024-08-05,Amdaquin,10
2024-08-05,Basoquin,13
2024-08-05,Gen-M,9
2024-08-05,Primaquine,8
2024-08-05,Quinine,11
2024-08-05,Mefloquine,6
2024-08-05,Artesunate,7
2024-08-05,Arteether,4
2024-08-05,Sulfadoxine-Pyrimethamine,6
2024-08-05,Artemisinin,3
2024-08-05,Artequin,2
2024-08-06,Coartem,12
2024-08-06,Chloroquine,5
2024-08-06,Fansidar,14
2024-08-06,Artheget,12
2024-08-06,Amdaquin,5
2024-08-06,Basoquin,9
2024-08-06,Gen-M,11
2024-08-06,Primaquine,10
2024-08-06,Quinine,7
2024-08-06,Mefloquine,3
2024-08-06,Artesunate,3
2024-08-06,Arteether,3
2024-08-06,Sulfadoxine-Pyrimethamine,5
2024-08-06,Artemisinin,4
2024-08-06,Artequin,2
2024-08-07,Coartem,27
2024-08-07,Chloroquine,28
2024-08-07,Fansidar,21
2024-08-07,Artheget,22
2024-08-07,Amdaquin,16
2024-08-07,Basoquin,21
2024-08-07,Gen-M,15
2024-08-07,Primaquine,13
2024-08-07,Quinine,12
2024-08-07,Mefloquine,8
2024-08-07,Artesunate,7
2024-08-07,Arteether,6
2024-08-07,Sulfadoxine-Pyrimethamine,6
2024-08-07,Artemisinin,4
2024-08-07,Artequin,3
2024-08-08,Coartem,60
2024-08-08,Chloroquine,39
2024-08-08,Fansidar,33
2024-08-08,Artheget,27
2024-08-08,Amdaquin,24
2024-08-08,Basoquin,20
2024-08-08,Gen-M,24
2024-08-08,Primaquine,22
2024-08-08,Quinine,14
2024-08-08,Mefloquine,16
2024-08-08,Artesunate,8
2024-08-08,Arteether,7
2024-08-08,Sulfadoxine-Pyrimethamine,7
2024-08-08,Artemisinin,5
2024-08-08,Artequin,3
2024-08-09,Coartem,13
2024-08-09,Chloroquine,15
2024-08-09,Fansidar,16
2024-08-09,Artheget,16
2024-08-09,Amdaquin,14
2024-08-09,Basoquin,16
2024-08-09,Gen-M,9
2024-08-09,Primaquine,15
2024-08-09,Quinine,10
2024-08-09,Mefloquine,13
2024-08-09,Artesunate,7
2024-08-09,Arteether,4
2024-08-09,Sulfadoxine-Pyrimethamine,6
2024-08-09,Artemisinin,5
2024-08-09,Artequin,3
2024-08-10,Coartem,21
2024-08-10,Chloroquine,8
2024-08-10,Fansidar,12
2024-08-10,Artheget,11
2024-08-10,Amdaquin,11
2024-08-10,Basoquin,9
2024-08-10,Gen-M,10
2024-08-10,Primaquine,9
2024-08-10,Quinine,7
2024-08-10,Mefloquine,6
2024-08-10,Artesunate,5
2024-08-10,Arteether,6
2024-08-10,Sulfadoxine-Pyrimethamine,4
2024-08-10,Artemisinin,3
2024-08-10,Artequin,2
2024-08-11,Coartem,11
2024-08-11,Chloroquine,17
2024-08-11,Fansidar,22
2024-08-11,Artheget,11
2024-08-11,Amdaquin,12
2024-08-11,Basoquin,16
2024-08-11,Gen-M,9
2024-08-11,Primaquine,8
2024-08-11,Quinine,7
2024-08-11,Mefloquine,9
2024-08-11,Artesunate,8
2024-08-11,Arteether,5
2024-08-11,Sulfadoxine-Pyrimethamine,4
2024-08-11,Artemisinin,5
2024-08-11,Artequin,2
2024-08-12,Coartem,22
2024-08-12,Chloroquine,31
2024-08-12,Fansidar,22
2024-08-12,Artheget,19
2024-08-12,Amdaquin,13
2024-08-12,Basoquin,18
2024-08-12,Gen-M,6
2024-08-12,Primaquine,10
2024-08-12,Quinine,13
2024-08-12,Mefloquine,11
2024-08-12,Artesunate,5
2024-08-12,Arteether,4
2024-08-12,Sulfadoxine-Pyrimethamine,5
2024-08-12,Artemisinin,4
2024-08-12,Artequin,3
2024-08-13,Coartem,37
2024-08-13,Chloroquine,25
2024-08-13,Fansidar,22
2024-08-13,Artheget,19
2024-08-13,Amdaquin,17
2024-08-13,Basoquin,17
2024-08-13,Gen-M,21
2024-08-13,Primaquine,13
2024-08-13,Quinine,9
2024-08-13,Mefloquine,9
2024-08-13,Artesunate,7
2024-08-13,Arteether,6
2024-08-13,Sulfadoxine-Pyrimethamine,5
2024-08-13,Artemisinin,3
2024-08-13,Artequin,4
2024-08-14,Coartem,16
2024-08-14,Chloroquine,6
2024-08-14,Fansidar,15
2024-08-14,Artheget,12
2024-08-14,Amdaquin,8
2024-08-14,Basoquin,8
2024-08-14,Gen-M,12
2024-08-14,Primaquine,11
2024-08-14,Quinine,8
2024-08-14,Mefloquine,7
2024-08-14,Artesunate,4
2024-08-14,Arteether,5
2024-08-14,Sulfadoxine-Pyrimethamine,5
2024-08-14,Artemisinin,4
2024-08-14,Artequin,1
2024-08-15,Coartem,15
2024-08-15,Chloroquine,18
2024-08-15,Fansidar,3
2024-08-15,Artheget,11
2024-08-15,Amdaquin,11
2024-08-15,Basoquin,14
2024-08-15,Gen-M,12
2024-08-15,Primaquine,9
2024-08-15,Quinine,8
2024-08-15,Mefloquine,7
2024-08-15,Artesunate,6
2024-08-15,Arteether,5
2024-08-15,Sulfadoxine-Pyrimethamine,4
2024-08-15,Artemisinin,3
2024-08-15,Artequin,2
2024-08-16,Coartem,12
2024-08-16,Chloroquine,13
2024-08-16,Fansidar,17
2024-08-16,Artheget,9
2024-08-16,Amdaquin,8
2024-08-16,Basoquin,7
2024-08-16,Gen-M,10
2024-08-16,Primaquine,7
2024-08-16,Quinine,8
2024-08-16,Mefloquine,8
2024-08-16,Artesunate,4
2024-08-16,Arteether,5
2024-08-16,Sulfadoxine-Pyrimethamine,4
2024-08-16,Artemisinin,3
2024-08-16,Artequin,1
2024-08-17,Coartem,22
2024-08-17,Chloroquine,1
2024-08-17,Fansidar,5
2024-08-17,Artheget,15
2024-08-17,Amdaquin,16
2024-08-17,Basoquin,16
2024-08-17,Gen-M,14
2024-08-17,Primaquine,14
2024-08-17,Quinine,7
2024-08-17,Mefloquine,7
2024-08-17,Artesunate,5
2024-08-17,Arteether,2
2024-08-17,Sulfadoxine-Pyrimethamine,6
2024-08-17,Artemisinin,3
2024-08-17,Artequin,2
2024-08-18,Coartem,12
2024-08-18,Chloroquine,15
2024-08-18,Fansidar,11
2024-08-18,Artheget,9
2024-08-18,Amdaquin,11
2024-08-18,Basoquin,10
2024-08-18,Gen-M,10
2024-08-18,Primaquine,8
2024-08-18,Quinine,10
2024-08-18,Mefloquine,7
2024-08-18,Artesunate,4
2024-08-18,Arteether,5
2024-08-18,Sulfadoxine-Pyrimethamine,5
2024-08-18,Artemisinin,3
2024-08-18,Artequin,1
2024-08-19,Coartem,20
2024-08-19,Chloroquine,15
2024-08-19,Fansidar,8
2024-08-19,Artheget,19
2024-08-19,Amdaquin,9
2024-08-19,Basoquin,1
2024-08-19,Gen-M,13
2024-08-19,Primaquine,8
2024-08-19,Quinine,6
2024-08-19,Mefloquine,6
2024-08-19,Artesunate,2
2024-08-19,Arteether,4
2024-08-19,Sulfadoxine-Pyrimethamine,2
2024-08-19,Artemisinin,3
2024-08-19,Artequin,1
2024-08-20,Coartem,17
2024-08-20,Chloroquine,19
2024-08-20,Fansidar,7
2024-08-20,Artheget,10
2024-08-20,Amdaquin,12
2024-08-20,Basoquin,10
2024-08-20,Gen-M,8
2024-08-20,Primaquine,11
2024-08-20,Quinine,10
2024-08-20,Mefloquine,8
2024-08-20,Artesunate,6
2024-08-20,Arteether,4
2024-08-20,Sulfadoxine-Pyrimethamine,4
2024-08-20,Artemisinin,1
2024-08-20,Artequin,2
2024-08-21,Coartem,43
2024-08-21,Chloroquine,51
2024-08-21,Fansidar,43
2024-08-21,Artheget,32
2024-08-21,Amdaquin,26
2024-08-21,Basoquin,25
2024-08-21,Gen-M,30
2024-08-21,Primaquine,19
2024-08-21,Quinine,17
2024-08-21,Mefloquine,20
2024-08-21,Artesunate,14
2024-08-21,Arteether,10
2024-08-21,Sulfadoxine-Pyrimethamine,9
2024-08-21,Artemisinin,5
2024-08-21,Artequin,4
2024-08-22,Coartem,30
2024-08-22,Chloroquine,21
2024-08-22,Fansidar,10
2024-08-22,Artheget,15
2024-08-22,Amdaquin,13
2024-08-22,Basoquin,5
2024-08-22,Gen-M,10
2024-08-22,Primaquine,5
2024-08-22,Quinine,4
2024-08-22,Mefloquine,5
2024-08-22,Artesunate,5
2024-08-22,Arteether,5
2024-08-22,Sulfadoxine-Pyrimethamine,5
2024-08-22,Artemisinin,4
2024-08-22,Artequin,2
2024-08-23,Coartem,20
2024-08-23,Chloroquine,13
2024-08-23,Fansidar,13
2024-08-23,Artheget,4
2024-08-23,Amdaquin,10
2024-08-23,Basoquin,6
2024-08-23,Gen-M,9
2024-08-23,Primaquine,11
2024-08-23,Quinine,9
2024-08-23,Mefloquine,6
2024-08-23,Artesunate,3
2024-08-23,Arteether,4
2024-08-23,Sulfadoxine-Pyrimethamine,2
2024-08-23,Artemisinin,3
2024-08-23,Artequin,3
2024-08-24,Coartem,10
2024-08-24,Chloroquine,14
2024-08-24,Fansidar,17
2024-08-24,Artheget,7
2024-08-24,Amdaquin,12
2024-08-24,Basoquin,15
2024-08-24,Gen-M,8
2024-08-24,Primaquine,9
2024-08-24,Quinine,9
2024-08-24,Mefloquine,9
2024-08-24,Artesunate,4
2024-08-24,Arteether,2
2024-08-24,Sulfadoxine-Pyrimethamine,4
2024-08-24,Artemisinin,5
