date,brand_name,total_sales
2/1/2025,Platelet Transfusion,7
3/1/2025,Platelet Transfusion,4
4/1/2025,Platelet Transfusion,12
5/1/2025,Platelet Transfusion,11
6/1/2025,Platelet Transfusion,15
7/1/2025,Platelet Transfusion,18
8/1/2025,Platelet Transfusion,13
9/1/2025,Platelet Transfusion,13
10/1/2025,Platelet Transfusion,18
11/1/2025,Platelet Transfusion,9
12/1/2025,Platelet Transfusion,18
13/01/2025,Platelet Transfusion,17
14/01/2025,Platelet Transfusion,7
15/01/2025,Platelet Transfusion,20
16/01/2025,Platelet Transfusion,20
17/01/2025,Platelet Transfusion,1
18/01/2025,Platelet Transfusion,21
19/01/2025,Platelet Transfusion,15
20/01/2025,Platelet Transfusion,17
21/01/2025,Platelet Transfusion,4
22/01/2025,Platelet Transfusion,16
23/01/2025,Platelet Transfusion,20
24/01/2025,Platelet Transfusion,13
25/01/2025,Platelet Transfusion,15
26/01/2025,Platelet Transfusion,8
27/01/2025,Platelet Transfusion,14
28/01/2025,Platelet Transfusion,11
29/01/2025,Platelet Transfusion,17
30/01/2025,Platelet Transfusion,16
31/01/2025,Platelet Transfusion,22
1/2/2025,Platelet Transfusion,10
2/2/2025,Platelet Transfusion,20
3/2/2025,Platelet Transfusion,14
4/2/2025,Platelet Transfusion,6
5/2/2025,Platelet Transfusion,13
6/2/2025,Platelet Transfusion,8
7/2/2025,Platelet Transfusion,10
8/2/2025,Platelet Transfusion,5
9/2/2025,Platelet Transfusion,18
10/2/2025,Platelet Transfusion,12
11/2/2025,Platelet Transfusion,12
12/2/2025,Platelet Transfusion,6
13/02/2025,Platelet Transfusion,8
14/02/2025,Platelet Transfusion,13
15/02/2025,Platelet Transfusion,14
16/02/2025,Platelet Transfusion,14
17/02/2025,Platelet Transfusion,22
18/02/2025,Platelet Transfusion,15
19/02/2025,Platelet Transfusion,10
20/02/2025,Platelet Transfusion,13
1/1/2024,Rehydro ORS (Orange),14
2/1/2024,Rehydro ORS (Orange),10
3/1/2024,Rehydro ORS (Orange),10
4/1/2024,Rehydro ORS (Orange),6
5/1/2024,Rehydro ORS (Orange),11
6/1/2024,Rehydro ORS (Orange),7
7/1/2024,Rehydro ORS (Orange),7
8/1/2024,Rehydro ORS (Orange),7
9/1/2024,Rehydro ORS (Orange),7
10/1/2024,Rehydro ORS (Orange),15
11/1/2024,Rehydro ORS (Orange),3
12/1/2024,Rehydro ORS (Orange),0
13/01/2024,Rehydro ORS (Orange),13
14/01/2024,Rehydro ORS (Orange),5
15/01/2024,Rehydro ORS (Orange),8
16/01/2024,Rehydro ORS (Orange),11
17/01/2024,Rehydro ORS (Orange),5
18/01/2024,Rehydro ORS (Orange),7
19/01/2024,Rehydro ORS (Orange),11
20/01/2024,Rehydro ORS (Orange),8
21/01/2024,Rehydro ORS (Orange),4
22/01/2024,Rehydro ORS (Orange),8
23/01/2024,Rehydro ORS (Orange),8
24/01/2024,Rehydro ORS (Orange),6
25/01/2024,Rehydro ORS (Orange),11
26/01/2024,Rehydro ORS (Orange),5
27/01/2024,Rehydro ORS (Orange),23
28/01/2024,Rehydro ORS (Orange),2
29/01/2024,Rehydro ORS (Orange),13
30/01/2024,Rehydro ORS (Orange),11
31/01/2024,Rehydro ORS (Orange),23
1/2/2024,Rehydro ORS (Orange),11
2/2/2024,Rehydro ORS (Orange),2
3/2/2024,Rehydro ORS (Orange),14
4/2/2024,Rehydro ORS (Orange),8
5/2/2024,Rehydro ORS (Orange),5
6/2/2024,Rehydro ORS (Orange),8
7/2/2024,Rehydro ORS (Orange),7
8/2/2024,Rehydro ORS (Orange),9
9/2/2024,Rehydro ORS (Orange),10
10/2/2024,Rehydro ORS (Orange),10
11/2/2024,Rehydro ORS (Orange),6
12/2/2024,Rehydro ORS (Orange),6
13/02/2024,Rehydro ORS (Orange),9
14/02/2024,Rehydro ORS (Orange),11
15/02/2024,Rehydro ORS (Orange),7
16/02/2024,Rehydro ORS (Orange),7
17/02/2024,Rehydro ORS (Orange),15
18/02/2024,Rehydro ORS (Orange),6
19/02/2024,Rehydro ORS (Orange),9
20/02/2024,Rehydro ORS (Orange),10
21/02/2024,Rehydro ORS (Orange),9
22/02/2024,Rehydro ORS (Orange),9
23/02/2024,Rehydro ORS (Orange),3
24/02/2024,Rehydro ORS (Orange),13
25/02/2024,Rehydro ORS (Orange),8
26/02/2024,Rehydro ORS (Orange),7
27/02/2024,Rehydro ORS (Orange),4
28/02/2024,Rehydro ORS (Orange),13
29/02/2024,Rehydro ORS (Orange),17
1/3/2024,Rehydro ORS (Orange),6
2/3/2024,Rehydro ORS (Orange),3
3/3/2024,Rehydro ORS (Orange),11
4/3/2024,Rehydro ORS (Orange),8
5/3/2024,Rehydro ORS (Orange),9
6/3/2024,Rehydro ORS (Orange),15
7/3/2024,Rehydro ORS (Orange),6
8/3/2024,Rehydro ORS (Orange),12
9/3/2024,Rehydro ORS (Orange),11
10/3/2024,Rehydro ORS (Orange),12
11/3/2024,Rehydro ORS (Orange),12
12/3/2024,Rehydro ORS (Orange),9
13/03/2024,Rehydro ORS (Orange),3
14/03/2024,Rehydro ORS (Orange),8
15/03/2024,Rehydro ORS (Orange),14
16/03/2024,Rehydro ORS (Orange),12
17/03/2024,Rehydro ORS (Orange),5
18/03/2024,Rehydro ORS (Orange),8
19/03/2024,Rehydro ORS (Orange),3
20/03/2024,Rehydro ORS (Orange),4
21/03/2024,Rehydro ORS (Orange),15
22/03/2024,Rehydro ORS (Orange),19
23/03/2024,Rehydro ORS (Orange),8
24/03/2024,Rehydro ORS (Orange),5
25/03/2024,Rehydro ORS (Orange),25
26/03/2024,Rehydro ORS (Orange),13
27/03/2024,Rehydro ORS (Orange),10
28/03/2024,Rehydro ORS (Orange),18
29/03/2024,Rehydro ORS (Orange),10
30/03/2024,Rehydro ORS (Orange),7
31/03/2024,Rehydro ORS (Orange),20
1/4/2024,Rehydro ORS (Orange),8
2/4/2024,Rehydro ORS (Orange),9
3/4/2024,Rehydro ORS (Orange),10
4/4/2024,Rehydro ORS (Orange),4
5/4/2024,Rehydro ORS (Orange),13
6/4/2024,Rehydro ORS (Orange),13
7/4/2024,Rehydro ORS (Orange),12
8/4/2024,Rehydro ORS (Orange),7
9/4/2024,Rehydro ORS (Orange),13
10/4/2024,Rehydro ORS (Orange),12
11/4/2024,Rehydro ORS (Orange),16
12/4/2024,Rehydro ORS (Orange),11
13/04/2024,Rehydro ORS (Orange),13
14/04/2024,Rehydro ORS (Orange),8
15/04/2024,Rehydro ORS (Orange),7
16/04/2024,Rehydro ORS (Orange),10
17/04/2024,Rehydro ORS (Orange),12
18/04/2024,Rehydro ORS (Orange),9
19/04/2024,Rehydro ORS (Orange),8
20/04/2024,Rehydro ORS (Orange),4
21/04/2024,Rehydro ORS (Orange),12
22/04/2024,Rehydro ORS (Orange),6
23/04/2024,Rehydro ORS (Orange),8
24/04/2024,Rehydro ORS (Orange),5
25/04/2024,Rehydro ORS (Orange),7
26/04/2024,Rehydro ORS (Orange),9
27/04/2024,Rehydro ORS (Orange),13
28/04/2024,Rehydro ORS (Orange),11
29/04/2024,Rehydro ORS (Orange),9
30/04/2024,Rehydro ORS (Orange),17
1/5/2024,Rehydro ORS (Orange),4
2/5/2024,Rehydro ORS (Orange),7
3/5/2024,Rehydro ORS (Orange),11
4/5/2024,Rehydro ORS (Orange),12
5/5/2024,Rehydro ORS (Orange),12
6/5/2024,Rehydro ORS (Orange),5
7/5/2024,Rehydro ORS (Orange),11
8/5/2024,Rehydro ORS (Orange),12
9/5/2024,Rehydro ORS (Orange),7
10/5/2024,Rehydro ORS (Orange),12
11/5/2024,Rehydro ORS (Orange),5
12/5/2024,Rehydro ORS (Orange),3
13/05/2024,Rehydro ORS (Orange),13
14/05/2024,Rehydro ORS (Orange),11
15/05/2024,Rehydro ORS (Orange),16
16/05/2024,Rehydro ORS (Orange),8
17/05/2024,Rehydro ORS (Orange),16
18/05/2024,Rehydro ORS (Orange),11
19/05/2024,Rehydro ORS (Orange),7
20/05/2024,Rehydro ORS (Orange),11
21/05/2024,Rehydro ORS (Orange),8
22/05/2024,Rehydro ORS (Orange),15
23/05/2024,Rehydro ORS (Orange),8
24/05/2024,Rehydro ORS (Orange),16
25/05/2024,Rehydro ORS (Orange),4
26/05/2024,Rehydro ORS (Orange),18
27/05/2024,Rehydro ORS (Orange),13
28/05/2024,Rehydro ORS (Orange),8
29/05/2024,Rehydro ORS (Orange),9
30/05/2024,Rehydro ORS (Orange),8
31/05/2024,Rehydro ORS (Orange),18
1/6/2024,Rehydro ORS (Orange),7
2/6/2024,Rehydro ORS (Orange),8
3/6/2024,Rehydro ORS (Orange),6
4/6/2024,Rehydro ORS (Orange),16
5/6/2024,Rehydro ORS (Orange),9
6/6/2024,Rehydro ORS (Orange),8
7/6/2024,Rehydro ORS (Orange),4
8/6/2024,Rehydro ORS (Orange),9
9/6/2024,Rehydro ORS (Orange),14
10/6/2024,Rehydro ORS (Orange),5
11/6/2024,Rehydro ORS (Orange),12
12/6/2024,Rehydro ORS (Orange),8
13/06/2024,Rehydro ORS (Orange),18
14/06/2024,Rehydro ORS (Orange),10
15/06/2024,Rehydro ORS (Orange),10
16/06/2024,Rehydro ORS (Orange),7
17/06/2024,Rehydro ORS (Orange),13
18/06/2024,Rehydro ORS (Orange),3
19/06/2024,Rehydro ORS (Orange),6
20/06/2024,Rehydro ORS (Orange),11
21/06/2024,Rehydro ORS (Orange),8
22/06/2024,Rehydro ORS (Orange),13
23/06/2024,Rehydro ORS (Orange),10
24/06/2024,Rehydro ORS (Orange),12
25/06/2024,Rehydro ORS (Orange),12
26/06/2024,Rehydro ORS (Orange),12
27/06/2024,Rehydro ORS (Orange),14
28/06/2024,Rehydro ORS (Orange),6
29/06/2024,Rehydro ORS (Orange),9
30/06/2024,Rehydro ORS (Orange),14
1/7/2024,Rehydro ORS (Orange),22
2/7/2024,Rehydro ORS (Orange),3
3/7/2024,Rehydro ORS (Orange),6
4/7/2024,Rehydro ORS (Orange),18
5/7/2024,Rehydro ORS (Orange),14
6/7/2024,Rehydro ORS (Orange),4
7/7/2024,Rehydro ORS (Orange),11
8/7/2024,Rehydro ORS (Orange),13
9/7/2024,Rehydro ORS (Orange),13
10/7/2024,Rehydro ORS (Orange),15
11/7/2024,Rehydro ORS (Orange),16
12/7/2024,Rehydro ORS (Orange),6
13/07/2024,Rehydro ORS (Orange),11
14/07/2024,Rehydro ORS (Orange),11
15/07/2024,Rehydro ORS (Orange),23
16/07/2024,Rehydro ORS (Orange),13
17/07/2024,Rehydro ORS (Orange),7
18/07/2024,Rehydro ORS (Orange),11
19/07/2024,Rehydro ORS (Orange),9
20/07/2024,Rehydro ORS (Orange),9
21/07/2024,Rehydro ORS (Orange),22
22/07/2024,Rehydro ORS (Orange),13
23/07/2024,Rehydro ORS (Orange),17
24/07/2024,Rehydro ORS (Orange),7
25/07/2024,Rehydro ORS (Orange),9
26/07/2024,Rehydro ORS (Orange),9
27/07/2024,Rehydro ORS (Orange),19
28/07/2024,Rehydro ORS (Orange),5
29/07/2024,Rehydro ORS (Orange),19
30/07/2024,Rehydro ORS (Orange),10
31/07/2024,Rehydro ORS (Orange),14
1/8/2024,Rehydro ORS (Orange),3
2/8/2024,Rehydro ORS (Orange),23
3/8/2024,Rehydro ORS (Orange),19
4/8/2024,Rehydro ORS (Orange),15
5/8/2024,Rehydro ORS (Orange),18
6/8/2024,Rehydro ORS (Orange),28
7/8/2024,Rehydro ORS (Orange),21
8/8/2024,Rehydro ORS (Orange),15
9/8/2024,Rehydro ORS (Orange),15
10/8/2024,Rehydro ORS (Orange),23
11/8/2024,Rehydro ORS (Orange),10
12/8/2024,Rehydro ORS (Orange),21
13/08/2024,Rehydro ORS (Orange),11
14/08/2024,Rehydro ORS (Orange),18
15/08/2024,Rehydro ORS (Orange),19
16/08/2024,Rehydro ORS (Orange),18
17/08/2024,Rehydro ORS (Orange),10
18/08/2024,Rehydro ORS (Orange),14
19/08/2024,Rehydro ORS (Orange),11
20/08/2024,Rehydro ORS (Orange),28
21/08/2024,Rehydro ORS (Orange),5
22/08/2024,Rehydro ORS (Orange),28
23/08/2024,Rehydro ORS (Orange),4
24/08/2024,Rehydro ORS (Orange),14
25/08/2024,Rehydro ORS (Orange),14
26/08/2024,Rehydro ORS (Orange),22
27/08/2024,Rehydro ORS (Orange),15
28/08/2024,Rehydro ORS (Orange),12
29/08/2024,Rehydro ORS (Orange),7
30/08/2024,Rehydro ORS (Orange),22
31/08/2024,Rehydro ORS (Orange),20
1/9/2024,Rehydro ORS (Orange),15
2/9/2024,Rehydro ORS (Orange),17
3/9/2024,Rehydro ORS (Orange),26
4/9/2024,Rehydro ORS (Orange),19
5/9/2024,Rehydro ORS (Orange),10
6/9/2024,Rehydro ORS (Orange),15
7/9/2024,Rehydro ORS (Orange),19
8/9/2024,Rehydro ORS (Orange),18
9/9/2024,Rehydro ORS (Orange),12
10/9/2024,Rehydro ORS (Orange),24
11/9/2024,Rehydro ORS (Orange),11
12/9/2024,Rehydro ORS (Orange),20
13/09/2024,Rehydro ORS (Orange),17
14/09/2024,Rehydro ORS (Orange),15
15/09/2024,Rehydro ORS (Orange),17
16/09/2024,Rehydro ORS (Orange),12
17/09/2024,Rehydro ORS (Orange),13
18/09/2024,Rehydro ORS (Orange),26
19/09/2024,Rehydro ORS (Orange),23
20/09/2024,Rehydro ORS (Orange),8
21/09/2024,Rehydro ORS (Orange),23
22/09/2024,Rehydro ORS (Orange),19
23/09/2024,Rehydro ORS (Orange),21
24/09/2024,Rehydro ORS (Orange),26
25/09/2024,Rehydro ORS (Orange),22
26/09/2024,Rehydro ORS (Orange),20
27/09/2024,Rehydro ORS (Orange),16
28/09/2024,Rehydro ORS (Orange),17
29/09/2024,Rehydro ORS (Orange),14
30/09/2024,Rehydro ORS (Orange),13
1/10/2024,Rehydro ORS (Orange),12
2/10/2024,Rehydro ORS (Orange),11
3/10/2024,Rehydro ORS (Orange),20
4/10/2024,Rehydro ORS (Orange),16
5/10/2024,Rehydro ORS (Orange),10
6/10/2024,Rehydro ORS (Orange),2
7/10/2024,Rehydro ORS (Orange),23
8/10/2024,Rehydro ORS (Orange),13
9/10/2024,Rehydro ORS (Orange),13
10/10/2024,Rehydro ORS (Orange),21
11/10/2024,Rehydro ORS (Orange),7
12/10/2024,Rehydro ORS (Orange),7
13/10/2024,Rehydro ORS (Orange),12
14/10/2024,Rehydro ORS (Orange),6
15/10/2024,Rehydro ORS (Orange),11
16/10/2024,Rehydro ORS (Orange),10
17/10/2024,Rehydro ORS (Orange),9
18/10/2024,Rehydro ORS (Orange),9
19/10/2024,Rehydro ORS (Orange),15
20/10/2024,Rehydro ORS (Orange),17
21/10/2024,Rehydro ORS (Orange),23
22/10/2024,Rehydro ORS (Orange),16
23/10/2024,Rehydro ORS (Orange),8
24/10/2024,Rehydro ORS (Orange),9
25/10/2024,Rehydro ORS (Orange),7
26/10/2024,Rehydro ORS (Orange),13
27/10/2024,Rehydro ORS (Orange),9
28/10/2024,Rehydro ORS (Orange),15
29/10/2024,Rehydro ORS (Orange),10
30/10/2024,Rehydro ORS (Orange),13
31/10/2024,Rehydro ORS (Orange),17
1/11/2024,Rehydro ORS (Orange),9
2/11/2024,Rehydro ORS (Orange),10
3/11/2024,Rehydro ORS (Orange),4
4/11/2024,Rehydro ORS (Orange),11
5/11/2024,Rehydro ORS (Orange),13
6/11/2024,Rehydro ORS (Orange),12
7/11/2024,Rehydro ORS (Orange),9
8/11/2024,Rehydro ORS (Orange),11
9/11/2024,Rehydro ORS (Orange),10
10/11/2024,Rehydro ORS (Orange),6
11/11/2024,Rehydro ORS (Orange),10
12/11/2024,Rehydro ORS (Orange),14
13/11/2024,Rehydro ORS (Orange),10
14/11/2024,Rehydro ORS (Orange),7
15/11/2024,Rehydro ORS (Orange),9
16/11/2024,Rehydro ORS (Orange),15
17/11/2024,Rehydro ORS (Orange),10
18/11/2024,Rehydro ORS (Orange),7
19/11/2024,Rehydro ORS (Orange),15
20/11/2024,Rehydro ORS (Orange),9
21/11/2024,Rehydro ORS (Orange),5
22/11/2024,Rehydro ORS (Orange),2
23/11/2024,Rehydro ORS (Orange),4
24/11/2024,Rehydro ORS (Orange),5
25/11/2024,Rehydro ORS (Orange),6
26/11/2024,Rehydro ORS (Orange),13
27/11/2024,Rehydro ORS (Orange),10
28/11/2024,Rehydro ORS (Orange),8
29/11/2024,Rehydro ORS (Orange),12
30/11/2024,Rehydro ORS (Orange),18
1/12/2024,Rehydro ORS (Orange),5
2/12/2024,Rehydro ORS (Orange),4
3/12/2024,Rehydro ORS (Orange),6
4/12/2024,Rehydro ORS (Orange),8
5/12/2024,Rehydro ORS (Orange),11
6/12/2024,Rehydro ORS (Orange),5
7/12/2024,Rehydro ORS (Orange),13
8/12/2024,Rehydro ORS (Orange),8
9/12/2024,Rehydro ORS (Orange),12
10/12/2024,Rehydro ORS (Orange),10
11/12/2024,Rehydro ORS (Orange),2
12/12/2024,Rehydro ORS (Orange),4
13/12/2024,Rehydro ORS (Orange),13
14/12/2024,Rehydro ORS (Orange),3
15/12/2024,Rehydro ORS (Orange),10
16/12/2024,Rehydro ORS (Orange),7
17/12/2024,Rehydro ORS (Orange),7
18/12/2024,Rehydro ORS (Orange),8
19/12/2024,Rehydro ORS (Orange),9
20/12/2024,Rehydro ORS (Orange),10
21/12/2024,Rehydro ORS (Orange),5
22/12/2024,Rehydro ORS (Orange),9
23/12/2024,Rehydro ORS (Orange),10
24/12/2024,Rehydro ORS (Orange),9
25/12/2024,Rehydro ORS (Orange),8
26/12/2024,Rehydro ORS (Orange),4
27/12/2024,Rehydro ORS (Orange),9
28/12/2024,Rehydro ORS (Orange),11
29/12/2024,Rehydro ORS (Orange),10
30/12/2024,Rehydro ORS (Orange),7
31/12/2024,Rehydro ORS (Orange),18
1/1/2025,Rehydro ORS (Orange),12
2/1/2025,Rehydro ORS (Orange),8
3/1/2025,Rehydro ORS (Orange),13
4/1/2025,Rehydro ORS (Orange),11
5/1/2025,Rehydro ORS (Orange),6
6/1/2025,Rehydro ORS (Orange),7
7/1/2025,Rehydro ORS (Orange),10
8/1/2025,Rehydro ORS (Orange),15
9/1/2025,Rehydro ORS (Orange),15
10/1/2025,Rehydro ORS (Orange),17
11/1/2025,Rehydro ORS (Orange),6
12/1/2025,Rehydro ORS (Orange),15
13/01/2025,Rehydro ORS (Orange),19
14/01/2025,Rehydro ORS (Orange),10
15/01/2025,Rehydro ORS (Orange),12
16/01/2025,Rehydro ORS (Orange),19
17/01/2025,Rehydro ORS (Orange),12
18/01/2025,Rehydro ORS (Orange),20
19/01/2025,Rehydro ORS (Orange),16
20/01/2025,Rehydro ORS (Orange),12
21/01/2025,Rehydro ORS (Orange),4
22/01/2025,Rehydro ORS (Orange),19
23/01/2025,Rehydro ORS (Orange),16
24/01/2025,Rehydro ORS (Orange),5
25/01/2025,Rehydro ORS (Orange),8
26/01/2025,Rehydro ORS (Orange),12
27/01/2025,Rehydro ORS (Orange),16
28/01/2025,Rehydro ORS (Orange),11
29/01/2025,Rehydro ORS (Orange),18
30/01/2025,Rehydro ORS (Orange),10
31/01/2025,Rehydro ORS (Orange),17
1/2/2025,Rehydro ORS (Orange),14
2/2/2025,Rehydro ORS (Orange),19
3/2/2025,Rehydro ORS (Orange),13
4/2/2025,Rehydro ORS (Orange),3
5/2/2025,Rehydro ORS (Orange),13
6/2/2025,Rehydro ORS (Orange),10
7/2/2025,Rehydro ORS (Orange),9
8/2/2025,Rehydro ORS (Orange),11
9/2/2025,Rehydro ORS (Orange),19
10/2/2025,Rehydro ORS (Orange),10
11/2/2025,Rehydro ORS (Orange),7
12/2/2025,Rehydro ORS (Orange),4
13/02/2025,Rehydro ORS (Orange),7
14/02/2025,Rehydro ORS (Orange),9
15/02/2025,Rehydro ORS (Orange),10
16/02/2025,Rehydro ORS (Orange),10
17/02/2025,Rehydro ORS (Orange),21
18/02/2025,Rehydro ORS (Orange),11
19/02/2025,Rehydro ORS (Orange),3
20/02/2025,Rehydro ORS (Orange),19
1/1/2024,Relifal,14
2/1/2024,Relifal,6
3/1/2024,Relifal,15
4/1/2024,Relifal,9
5/1/2024,Relifal,7
6/1/2024,Relifal,3
7/1/2024,Relifal,14
8/1/2024,Relifal,10
9/1/2024,Relifal,15
10/1/2024,Relifal,8
11/1/2024,Relifal,5
12/1/2024,Relifal,9
13/01/2024,Relifal,10
14/01/2024,Relifal,6
15/01/2024,Relifal,12
16/01/2024,Relifal,13
17/01/2024,Relifal,10
18/01/2024,Relifal,8
19/01/2024,Relifal,9
20/01/2024,Relifal,9
21/01/2024,Relifal,6
22/01/2024,Relifal,9
23/01/2024,Relifal,12
24/01/2024,Relifal,11
25/01/2024,Relifal,5
26/01/2024,Relifal,5
27/01/2024,Relifal,20
28/01/2024,Relifal,5
29/01/2024,Relifal,1
30/01/2024,Relifal,3
31/01/2024,Relifal,25
1/2/2024,Relifal,4
2/2/2024,Relifal,1
3/2/2024,Relifal,16
4/2/2024,Relifal,8
5/2/2024,Relifal,4
6/2/2024,Relifal,12
7/2/2024,Relifal,9
8/2/2024,Relifal,7
9/2/2024,Relifal,7
10/2/2024,Relifal,13
11/2/2024,Relifal,9
12/2/2024,Relifal,5
13/02/2024,Relifal,3
14/02/2024,Relifal,9
15/02/2024,Relifal,4
16/02/2024,Relifal,8
17/02/2024,Relifal,13
18/02/2024,Relifal,12
19/02/2024,Relifal,8
20/02/2024,Relifal,14
21/02/2024,Relifal,10
22/02/2024,Relifal,3
23/02/2024,Relifal,5
24/02/2024,Relifal,8
25/02/2024,Relifal,12
26/02/2024,Relifal,13
27/02/2024,Relifal,4
28/02/2024,Relifal,14
29/02/2024,Relifal,27
1/3/2024,Relifal,4
2/3/2024,Relifal,2
3/3/2024,Relifal,14
4/3/2024,Relifal,5
5/3/2024,Relifal,8
6/3/2024,Relifal,13
7/3/2024,Relifal,8
8/3/2024,Relifal,17
9/3/2024,Relifal,10
10/3/2024,Relifal,14
11/3/2024,Relifal,7
12/3/2024,Relifal,15
13/03/2024,Relifal,11
14/03/2024,Relifal,10
15/03/2024,Relifal,13
16/03/2024,Relifal,11
17/03/2024,Relifal,5
18/03/2024,Relifal,9
19/03/2024,Relifal,8
20/03/2024,Relifal,2
21/03/2024,Relifal,17
22/03/2024,Relifal,18
23/03/2024,Relifal,7
24/03/2024,Relifal,10
25/03/2024,Relifal,23
26/03/2024,Relifal,13
27/03/2024,Relifal,13
28/03/2024,Relifal,21
29/03/2024,Relifal,5
30/03/2024,Relifal,13
31/03/2024,Relifal,18
1/4/2024,Relifal,4
2/4/2024,Relifal,6
3/4/2024,Relifal,6
4/4/2024,Relifal,14
5/4/2024,Relifal,6
6/4/2024,Relifal,9
7/4/2024,Relifal,9
8/4/2024,Relifal,14
9/4/2024,Relifal,11
10/4/2024,Relifal,12
11/4/2024,Relifal,10
12/4/2024,Relifal,13
13/04/2024,Relifal,14
14/04/2024,Relifal,13
15/04/2024,Relifal,2
16/04/2024,Relifal,10
17/04/2024,Relifal,10
18/04/2024,Relifal,3
19/04/2024,Relifal,2
20/04/2024,Relifal,9
21/04/2024,Relifal,11
22/04/2024,Relifal,9
23/04/2024,Relifal,8
24/04/2024,Relifal,9
25/04/2024,Relifal,10
26/04/2024,Relifal,4
27/04/2024,Relifal,10
28/04/2024,Relifal,8
29/04/2024,Relifal,10
30/04/2024,Relifal,28
1/5/2024,Relifal,11
2/5/2024,Relifal,12
3/5/2024,Relifal,7
4/5/2024,Relifal,10
5/5/2024,Relifal,6
6/5/2024,Relifal,9
7/5/2024,Relifal,15
8/5/2024,Relifal,13
9/5/2024,Relifal,8
10/5/2024,Relifal,12
11/5/2024,Relifal,11
12/5/2024,Relifal,8
13/05/2024,Relifal,15
14/05/2024,Relifal,16
15/05/2024,Relifal,13
16/05/2024,Relifal,15
17/05/2024,Relifal,18
18/05/2024,Relifal,13
19/05/2024,Relifal,6
20/05/2024,Relifal,12
21/05/2024,Relifal,15
22/05/2024,Relifal,21
23/05/2024,Relifal,16
24/05/2024,Relifal,13
25/05/2024,Relifal,2
26/05/2024,Relifal,25
27/05/2024,Relifal,10
28/05/2024,Relifal,10
29/05/2024,Relifal,12
30/05/2024,Relifal,7
31/05/2024,Relifal,21
1/6/2024,Relifal,10
2/6/2024,Relifal,7
3/6/2024,Relifal,2
4/6/2024,Relifal,15
5/6/2024,Relifal,13
6/6/2024,Relifal,16
7/6/2024,Relifal,8
8/6/2024,Relifal,15
9/6/2024,Relifal,12
10/6/2024,Relifal,13
11/6/2024,Relifal,16
12/6/2024,Relifal,10
13/06/2024,Relifal,14
14/06/2024,Relifal,10
15/06/2024,Relifal,22
16/06/2024,Relifal,8
17/06/2024,Relifal,4
18/06/2024,Relifal,7
19/06/2024,Relifal,7
20/06/2024,Relifal,15
21/06/2024,Relifal,11
22/06/2024,Relifal,14
23/06/2024,Relifal,13
24/06/2024,Relifal,16
25/06/2024,Relifal,3
26/06/2024,Relifal,17
27/06/2024,Relifal,11
28/06/2024,Relifal,3
29/06/2024,Relifal,9
30/06/2024,Relifal,21
1/7/2024,Relifal,15
2/7/2024,Relifal,9
3/7/2024,Relifal,7
4/7/2024,Relifal,16
5/7/2024,Relifal,19
6/7/2024,Relifal,3
7/7/2024,Relifal,14
8/7/2024,Relifal,12
9/7/2024,Relifal,6
10/7/2024,Relifal,26
11/7/2024,Relifal,27
12/7/2024,Relifal,7
13/07/2024,Relifal,14
14/07/2024,Relifal,10
15/07/2024,Relifal,25
16/07/2024,Relifal,11
17/07/2024,Relifal,12
18/07/2024,Relifal,10
19/07/2024,Relifal,9
20/07/2024,Relifal,7
21/07/2024,Relifal,18
22/07/2024,Relifal,16
23/07/2024,Relifal,20
24/07/2024,Relifal,5
25/07/2024,Relifal,9
26/07/2024,Relifal,12
27/07/2024,Relifal,20
28/07/2024,Relifal,4
29/07/2024,Relifal,19
30/07/2024,Relifal,10
31/07/2024,Relifal,24
1/8/2024,Relifal,5
2/8/2024,Relifal,22
3/8/2024,Relifal,21
4/8/2024,Relifal,11
5/8/2024,Relifal,23
6/8/2024,Relifal,23
7/8/2024,Relifal,21
8/8/2024,Relifal,18
9/8/2024,Relifal,10
10/8/2024,Relifal,24
11/8/2024,Relifal,9
12/8/2024,Relifal,19
13/08/2024,Relifal,6
14/08/2024,Relifal,23
15/08/2024,Relifal,21
16/08/2024,Relifal,19
17/08/2024,Relifal,14
18/08/2024,Relifal,9
19/08/2024,Relifal,13
20/08/2024,Relifal,21
21/08/2024,Relifal,13
22/08/2024,Relifal,19
23/08/2024,Relifal,10
24/08/2024,Relifal,23
25/08/2024,Relifal,17
26/08/2024,Relifal,27
27/08/2024,Relifal,16
28/08/2024,Relifal,13
29/08/2024,Relifal,5
30/08/2024,Relifal,17
31/08/2024,Relifal,15
1/9/2024,Relifal,15
2/9/2024,Relifal,11
3/9/2024,Relifal,17
4/9/2024,Relifal,16
5/9/2024,Relifal,13
6/9/2024,Relifal,9
7/9/2024,Relifal,22
8/9/2024,Relifal,3
9/9/2024,Relifal,14
10/9/2024,Relifal,26
11/9/2024,Relifal,15
12/9/2024,Relifal,18
13/09/2024,Relifal,27
14/09/2024,Relifal,26
15/09/2024,Relifal,26
16/09/2024,Relifal,11
17/09/2024,Relifal,28
18/09/2024,Relifal,15
19/09/2024,Relifal,21
20/09/2024,Relifal,17
21/09/2024,Relifal,23
22/09/2024,Relifal,19
23/09/2024,Relifal,23
24/09/2024,Relifal,20
25/09/2024,Relifal,27
26/09/2024,Relifal,27
27/09/2024,Relifal,32
28/09/2024,Relifal,23
29/09/2024,Relifal,15
30/09/2024,Relifal,14
1/10/2024,Relifal,21
2/10/2024,Relifal,7
